Annual_Income,Total_EMI_per_month,Interest_Rate,Num_Credit_Inquiries,Payment_of_Min_Amount,Num_Credit_Card,Num_Bank_Accounts,Credit_History_Age,Num_of_Delayed_Payment,Num_of_Loan,Credit_Mix,Age,Output
7596.06,17.436602573565224,17,7.0,2,6,6,98.0,18.0,4,1,17,1
18627.64,65.13948777561222,19,7.0,2,7,7,228.0,22.0,6,0,43,1
107289.36000000002,207.77772889476967,7,0.0,0,4,6,275.0,11.0,3,1,36,1
94110.06,307.45004608282846,9,0.0,0,7,4,218.0,12.0,4,0,36,2
19784.23,66.81748257322343,19,16.0,2,9,7,214.0,16.0,5,0,18,1
32889.64,47.12580761381851,6,5.0,2,6,5,152.0,10.0,2,1,24,1
35413.43,67.2528769426232,6,4.0,2,4,6,388.0,12.0,3,1,27,1
33647.34,102.55755588924612,9,4.0,0,5,8,292.0,10.0,4,1,47,1
81047.56,153.2016876137126,4,3.0,0,5,1,233.0,8.0,3,0,40,2
100241.67,260.6081050358188,10,6.0,1,5,8,260.0,14.0,4,0,34,0
44927.86,102.19032878254336,6,0.0,0,6,4,256.0,8.0,3,0,33,2
13315.2,0.0,16,2.0,1,5,8,213.0,14.0,0,0,37,1
34471.16,36.5855343153719,13,6.0,2,6,8,221.13820819139417,13.0,2,1,15,1
39136.42,0.0,4,2.0,0,3,4,206.0,0.0,0,0,38,1
66189.24,67610.0,12,1.0,2,5,3,217.0,19.0,1,1,47,1
120314.0,0.0,11,4.0,0,5,6,272.0,17.0,0,0,32,0
15682.145,8.485266863383051,4,2.0,0,4,3,271.0,13.0,1,0,46,0
40146.78,160.78815052072378,15,12.0,1,6,6,86.0,25.0,5,0,42,1
114452.12,257.2027607630331,12,4.0,2,3,3,344.0,14.0,4,0,50,0
64790.24,322.9971758647293,21,10.0,2,9,9,90.0,22.0,7,0,38,0
147819.96,79203.0,15,4.0,0,5,3,327.0,13.0,2,1,21,0
76374.93000000001,66.72040494515858,12,3.0,0,7,8,354.0,9.0,2,0,40,2
171613.6,0.0,5,1.0,1,3,5,338.0,7.0,0,0,45,1
17445.15,41.132527392615145,26,11.0,2,9,7,216.0,10.0,3,0,23,0
17818.53,103.29708940059862,11,5.0,0,6,5,291.0,9.0,2,0,37,1
38272.58,63.27051683129674,14,7.0,2,6,6,236.0,15.0,2,1,26,1
34500.97,71.80862965018741,3,3.0,0,1,5,242.0,11.0,4,0,20,2
78477.18000000001,123.31758684019528,16,1.0,2,5,4,297.0,18.0,2,0,40,1
63515.92,29.289364912538915,3,4.0,0,7,3,375.0,0.0,1,0,20,1
31916.17,97.66275545562428,20,0.0,1,3,4,221.13820819139417,14.0,4,1,18,1
17818.53,103.29708940059862,11,5.0,0,6,5,294.0,6.0,2,0,38,1
20170.75,20.9491624068454,25,8.0,2,5,10,69.0,10.0,2,0,42,1
11586.525,15.46654664404272,18,1.0,2,6,5,264.0,18.0,2,0,29,1
52410.92,92.60129053130478,6,3.0,2,4,3,221.13820819139417,16.0,4,1,20,1
8934.615,36.42992635311951,18,12.0,2,9,8,129.0,17.0,7,0,18,1
108073.04,161.75323478177495,13,1.0,0,7,3,348.0,20.0,2,1,37,1
118080.4,81.48586054884058,11,1.0,2,3,5,273.0,13.0,1,1,32,1
10418.045,27.594590967923164,18,14.0,1,6,9,221.13820819139417,17.0,6,0,38,1
130682.94,263.3814446712894,1,3.0,0,5,2,345.0,9.0,4,0,20,2
43531.82,88.12588071391032,6,9.0,2,4,4,86.0,19.0,4,1,43,1
15881.55,74.48464695372822,24,9.0,2,5,8,209.0,25.0,6,0,20,0
40624.94,73.02343358946548,21,14.0,1,9,7,174.0,15.0,4,0,27,0
17212.35,15.953524166759104,26,15.0,2,9,8,142.0,14.0,2,0,39,0
12025.045,27.775905356853585,17,4.0,2,4,5,252.0,14.0,4,1,30,1
43981.4,113.8791951345197,7,7.0,2,6,3,65.0,21.0,5,0,39,1
27752.64,16.180335372840187,12,6.0,2,4,3,152.0,13.0,1,1,35,1
33235.4,0.0,17,1.0,0,5,6,227.0,14.0,0,1,54,1
45705.78,0.0,20,4.0,1,3,8,221.13820819139417,9.0,0,1,34,1
30053.32,130.46428247872706,29,7.0,2,8,7,155.0,23.0,7,0,33,0
39294.3,60.74439250830152,30,11.0,2,10,9,164.0,20.0,3,0,40,0
35844.66,101.1723270853793,17,1.0,2,6,7,210.0,12.0,4,0,29,1
44328.22,84.3076536267587,1,2.0,0,6,4,355.0,1.0,4,0,24,2
39550.49,70.31304038512614,1,3.0,0,4,3,306.0,4.0,3,0,32,2
20417.48,125.22743077514755,34,8.0,2,5,9,150.0,21.0,8,0,15,0
60379.28,90.90638520111376,18,1.0,1,6,5,203.0,14.0,3,1,39,1
9313.8,36.47355094540298,24,9.0,2,9,10,146.0,22.0,9,0,22,1
15548.34,58.15498589550572,33,11.0,2,10,7,210.0,28.0,5,0,30,0
63149.2,233.6021768072559,19,7.0,1,10,7,75.0,18.0,6,0,16,1
81831.72,234.5093958868053,1,4.0,0,5,6,216.0,1.0,4,0,40,1
19681.08,57170.0,16,1.0,2,4,4,221.13820819139417,6.0,3,1,21,1
39052.47,62.82421704719975,9,1.0,0,4,5,395.0,12.0,2,0,20,2
15895.235,35.88598876479092,16,5.0,2,7,4,320.0,14.0,4,1,26,1
28497.43,46.09619340261104,1,0.0,0,6,0,388.0,8.0,3,0,44,1
29789.87,0.0,4,0.0,0,3,2,290.0,8.0,0,0,51,1
19125.48,57.88700145005472,31,13.0,2,7,10,73.0,12.0,6,1,40,0
37057.58,106.6425282670551,18,4.0,2,3,6,221.13820819139417,15.0,4,1,41,1
23265.78,28.83854074837474,16,0.0,2,4,7,218.0,8.0,2,0,19,1
17693.34,25.28897055046329,15,9.0,2,7,3,221.13820819139417,9.0,2,1,44,1
8781.955,33.36482845912256,5,8.0,2,4,8,104.0,16.0,7,1,32,1
10426.84,49.88294147352556,19,6.0,2,10,6,144.0,12.0,6,0,44,1
15330.305,46.38894479341669,5,4.0,0,106,4,219.0,19.0,4,0,31,2
38076.6,120.29913417260364,24,11.0,2,8,10,70.0,18.0,4,0,26,0
31364.96,0.0,10,7.0,2,5,508,191.0,6.0,0,1,44,1
52312.68,108.36646712525564,17,2.0,2,5,6,366.0,16.0,4,1,25,1
17464.64,72.5815541070454,5,9.0,2,5,6,226.0,14.0,7,1,32,2
48179.67,89.97133651121666,13,5.0,2,4,4,172.0,10.0,3,0,22,1
15604.56,37.91235014270589,25,10.0,2,5,9,221.13820819139417,23.0,3,0,17,0
33132.94,81.78093560227401,8,2.0,1,6,6,221.13820819139417,13.0,3,1,53,1
29880.29,0.0,14,1.0,2,6,4,372.0,16.0,0,0,22,1
14403.39,23.30431520748057,8,4.0,2,4,5,173.0,9.0,3,1,27,2
15580.41,112.513721323882,16,13.0,2,9,9,76.0,16.0,9,0,19,1
18331.415,37.525290994894746,3,1.0,0,5,2,349.0,7.0,3,0,29,2
20668.71,73.81090347238526,16,8.0,2,675,5,96.0,15.0,6,0,33,0
16598.74,35.21707892555592,31,9.0,2,6,7,90.0,13.0,5,1,30,0
20799.59,0.0,7,0.0,0,5,2,243.0,12.0,0,0,43,2
116522.68,1042.6742094601684,16,11.0,2,4,3,69.0,10.0,6,1,16,1
83453.72,237.8146467316081,27,7.0,2,1043,4,231.0,3268.0,4,1,28,0
15671.96,13.24337104800097,34,10.0,2,5,10,154.0,23.0,2,0,22,0
90487.96,482.36169143107696,12,13.0,2,4,4,131.0,15.0,7,1,26,1
18323.175,0.0,4,6.0,0,3,1,233.0,12.0,0,0,27,1
15608.695,26.77782875536048,12,10.0,2,3,7,237.0,19.0,4,1,45,1
43900.02,111.51960804411614,30,15.0,2,8,8,190.0,16.0,4,1,31,0
120789.44,0.0,9,2.0,2,6,5,320.0,14.0,0,1,54,1
30931.16,81.4748102046393,15,8.0,1,7,4,193.0,14.0,6,1,19,1
72125.2,84.48929614020291,12,6.0,2,5,3,236.0,14.0,2,1,19,1
48356.66,45.44154274137288,16,8.0,2,4,3,196.0,8.0,2,1,17,1
36943.98,172.85878703266275,34,10.0,2,9,7,171.0,14.0,8,0,25,1
17706148.0,340.2877299893213,10,5.0,2,6,4,134.0,10.0,6,1,35,0
9589.545,25.248248041311264,33,11.0,2,7,8,70.0,18.0,6,1,37,0
15762.72,40.98279994086803,20,4.0,2,3,1671,253.0,8.0,4,1,29,1
16523.745,52.216169090547005,1,4.0,0,4,1,310.0,8.0,4,0,49,2
20014.91,59.24475279001607,18,7.0,2,7,8,221.13820819139417,25.0,5,0,26,1
15723.705,29.31306813104736,6,3.0,0,3,7,239.0,11.0,4,1,41,1
49131.42,165.29630829205422,25,12.0,2,9,9,109.0,21.0,7,0,35,0
86914.41,66272.0,16,7.0,2,5,8,378.0,6.0,3,1,25,1
27964.68,52.44953077713148,6,1.0,0,3,8,244.0,14.0,4,1,38,1
57858.3,226.7060075164017,25,9.0,2,6,6,119.0,19.0,5,1,18,0
25389.26,60.30343390867149,6,0.0,2,3,5,371.0,12.0,3,0,29,1
8027.195,8.961406105567454,20,12.0,2,5,10,115.0,25.0,2,0,16,0
135107.76,193.88384170576003,12,3.0,0,4,6,294.0,13.0,3,1,32,1
37972.16,217.65336778433905,21,6.0,2,10,9,140.0,15.0,7,0,19,1
128331.42,114.9939913037042,8,2.0,0,3,0,344.0,9.0,2,0,44,1
61737.94,111.63727651838812,20,3.0,1,3,5,357.0,20.0,3,0,42,1
19963.97,52.60022673725382,31,12.0,2,10,5,118.0,11.0,5,1,17,1
15833.87,23.14444966214418,10,5.0,2,4,5,154.0,19.0,2,1,19,1
74956.2,281.88712656177336,33,11.0,2,7,9,77.0,22.0,6,0,16,0
20515.94,20.774306305542108,15,1.0,1,5,7,181.0,19.0,2,1,55,1
22416.225,39.03350853832032,3,2.0,1,6,0,232.0,14.0,3,0,41,0
85272.06,36.57053949227449,5,4.0,0,3,1,344.0,10.0,1,0,41,1
20985.48,38.216484665203794,9,7.0,2,3,7,145.0,7.0,4,1,19,1
29111.07,29.941930702128268,11,7.0,2,6,8,125.0,18.0,2,1,29,1
20063.03,36.899064340339216,15,9.0,2,5,3,120.0,9.0,3,1,33,0
43956.23,0.0,4,2.0,0,4,3,362.0,1.0,0,0,33,2
43268.79,60.25966412457921,10,0.0,0,1,0,221.13820819139417,2.0,3,0,36,2
29337.5,54788.0,20,12.0,2,7,9,180.0,21.0,7,0,37,1
67845.56,129.44055913306198,20,11.0,2,5,3,225.0,17.0,4,1,35,0
56531.6,192.8933297394861,23,6.0,2,6,7,147.0,25.0,6,0,15,0
29462.18,16.714394734952368,8,4.0,0,5,5,286.0,19.0,1,1,53,1
34855.08,136.54267191977272,23,11.0,2,7,5,204.0,14.0,5,1,42,0
17168.925,16.369621886776606,4,4.0,0,4,4,228.0,10.0,2,0,55,2
37360.94,93.34174656716053,33,11.0,1,5,10,138.0,12.0,5,1,22,0
38713.36,0.0,11,2.0,0,4,2,269.0,2.0,0,0,28,2
17641.46,15.357276593488557,5,4.0,2,5,8,81.0,12.0,2,1,25,1
37655.98,155.23733009475217,19,7.0,2,3,6,148.0,19.0,6,0,44,0
9474.16,15.00342697932101,30,9.0,2,6,7,113.0,14.0,2,0,29,0
29964.04,62.50583929651015,12,4.0,0,3,6,397.0,13.0,3,1,50,1
29588.18,61.709501609947175,1,0.0,0,4,3,244.0,7.0,3,0,38,1
10485.62,79876.0,32,10.0,2,6,8,119.0,17.0,3,0,38,0
22251.84,46.01980316894309,6,1.0,0,2,4,221.13820819139417,14.0,3,0,24,2
68354.84,241.74633356283871,7,5.0,2,5,5,114.0,10.0,7,0,25,1
15039.8,44.3816698302161,13,8.0,2,7,6,71.0,18.0,6,0,17,1
170502.52,190.4814722145373,9,3.0,0,5,1,302.0,1.0,2,0,24,1
20868.005,48.64700916491282,12,2.0,0,5,2,283.0,14.0,3,0,54,2
16221.07,19.251995593865928,3,2.0,0,3,0,193.0,3.0,2,0,49,2
8794.49,57679.0,22,11.0,2,10,8,192.0,18.0,8,0,23,1
49441.62,176.48402845591357,15,7.0,2,10,9,221.13820819139417,17.0,5,0,15,1
9968.5,34.811324149680125,31,6.0,2,6,8,236.0,23.0,6,0,22,1
31568.54,45.78709809118651,10,3.0,0,3,7,223.0,12.0,2,1,25,1
47050.41,42028.0,19,5.0,2,7,3,221.13820819139417,18.0,5,1,23,0
44219.46,206.32103892874747,12,1418.0,2,7,6,94.0,9.0,7,1,29,0
67104.12,265.0221602340179,19,6.0,2,9,9,14.0,27.0,5,0,17,1
31500.55,0.0,6,1.0,0,4,1,225.0,11.0,0,0,28,1
12358210.0,19.042218115289067,3,2.0,0,7,4,221.13820819139417,9.0,1,0,52,0
31920.78,15.34406130863702,10,0.0,0,3,1,209.0,5.0,1,0,29,1
62253.54,181.08217954809805,10,0.0,0,5,4,361.0,7.0,4,0,28,0
9029.7,15.016109361237593,29,10.0,2,6,7,221.13820819139417,14.0,3,1,27,0
17145.07,62.20950973222805,15,11.0,2,8,7,90.0,15.0,5,0,17,0
19646.255,30.11897655779297,10,1.0,0,6,3,351.0,1.0,2,0,52,1
57367.1,190.4408281878055,4,0.0,0,1,2,356.0,3.0,4,0,52,2
15713.83,20.30880921277818,23,6.0,2,8,7,126.0,12.0,2,1,33,0
18002.675,43588.0,10,4.0,0,424,6,335.0,13.0,3,0,29,2
19532.06,109.8118217940914,27,12.0,2,8,8,185.0,14.0,7,1,30,0
77613.39,0.0,12,6.0,2,6,7,367.0,13.0,0,1,43,1
168878.08,98.71209749198584,6,2.0,0,5,5,337.0,3.0,1,0,27,0
9045.485,63.795418053590815,20,7.0,2,7,8,221.13820819139417,16.0,6,0,26,0
97881.44,217.4601965787133,4,3.0,0,7,5,221.13820819139417,15.0,3,0,27,1
94256.48,148.75492494587874,8,5.0,2,4,6,69.0,17.0,3,1,27,1
16726.62,73.36602074407855,26,11.0,2,10,6,54.0,22.0,7,0,29,1
64270.12,69.24668400263387,18,6.0,2,6,6,108.0,17.0,2,0,42,0
104428.08,49722.0,8,13.0,1,4,3,221.13820819139417,20.0,4,0,14,2
28468.13,64.51921479772957,3,5.0,0,1,3,221.13820819139417,3.0,3,0,37,2
34666.02,70.95007660242807,25,8.0,2,6,8,122.0,18.0,4,0,42,0
25415.42,12.232103167641355,11,0.0,0,6,7,243.0,14.0,1,1,31,1
66149.48,101.0284878799932,30,12.0,2,10,8,163.0,21.0,2,0,23,0
19129.65,60.1533366599019,31,7.0,1,6,7,107.0,17.0,7,0,30,0
13737.65,0.0,18,8.0,2,3,3,222.0,15.0,0,1,16,0
8241.75,12.410539347329676,19,16.0,1,6,8,205.0,23.0,2,0,29,0
16472.87,66.72399418060934,32,8.0,2,5,7,224.0,17.0,9,0,22,0
61319.37,243.64616979626905,16,9.0,2,10,8,72.0,20.0,7,0,18,0
56622.3,0.0,11,1.0,0,4,1,345.0,0.0,0,0,50,2
29695.58,23122.0,3,3.0,1,3,8,284.0,12.0,0,0,29,1
73985.12,194.89083882034168,27,10.0,1,5,6,118.0,19.0,5,0,38,0
10078.315,41724.0,1,6.0,0,3,8,236.0,16.0,3,0,41,2
19453.05,77.11008866084916,10,11.0,2,6,3,202.0,18.0,6,1,14,1
71169.3,70909.0,5,7.0,0,1312,2,259.0,2.0,4,0,28,2
19958.32,94.81042935216465,26,6.0,2,7,6,55.0,24.0,7,0,23,0
40207.94,159.6921422129592,26,9.0,1,5,7,164.0,19.0,6,0,25,0
9897.565,68.1385078067018,25,14.0,1,10,10,221.13820819139417,20.0,9,0,44,1
120030.68,91.3113647072744,7,4.0,0,6,7,221.13820819139417,11.0,1,1,49,1
34627.86,81.83340589230718,19,11.0,2,8,8,97.0,13.0,3,1,14,0
53218.86,56.38856296298475,25,8.0,2,9,10,92.0,18.0,2,0,27,1
8489.19,26.42685604233018,20,13.0,2,10,6,137.0,19.0,6,0,33,1
73678.88,367.553575590438,22,8.0,2,9,201,2.0,24.0,9,0,40,1
84402.42,176.05846580993062,4,0.0,0,3,3,390.0,2.0,3,0,52,0
63561.98,35.25643909112324,6,1.0,0,1,4,265.0,12.0,1,0,19,2
42277.83,59.41160420933448,14,6.0,2,4,8,240.0,8.0,2,1,26,1
76170.12,203.2795213013925,16,11.0,2,7,5,170.0,14.0,6,1,35,1
15988.665,11.377456216694572,8,0.0,0,6,1,270.0,11.0,1,0,49,1
59843.06999999999,373.64803574226914,32,9.0,2,6,6,24.0,16.0,8,0,16,0
20628.55,52.3759436722908,9,5.0,1,4,4,396.0,10.0,4,1,22,1
96826.96,0.0,7,5.0,1,5,8,310.0,19.0,0,1,33,1
33235.35,0.0,19,4.0,2,5,3,222.0,9.0,0,1,27,1
40216.62,41.66547283188597,10,0.0,0,5,0,320.0,3.0,2,0,19,1
34336.3,299.13118310055785,8,1.0,0,4,4,221.13820819139417,14.0,1,1,48,2
71096.02,31.192332824793983,18,5.0,0,3,6,292.0,8.0,1,1,23,1
94187.25,15580.0,4,0.0,0,5,4,244.0,12.0,1,0,53,2
19592.58,40.49688242158693,21,7.0,2,7,5,153.0,17.0,4,1,38,0
6117917.0,79.2212297648333,14,4.0,2,3,5,290.0,15.0,2,1,28,1
68289.32,129.83790962923132,1,4.0,0,7,1,311.0,2.0,3,0,22,2
49652.52,44.31175855960296,14,2.0,2,3,3,291.0,16.0,2,1,47,1
48115.6,45.392163488128325,12,4.0,0,5,8,303.0,15.0,2,0,52,2
60244.72,105.66247874250936,2,0.0,0,6,6,266.0,17.0,3,0,55,2
18771.54,46.59855011729619,24,1192.0,2,6,10,116.0,20.0,5,0,27,0
75868.8,297.54744598326647,32,6.0,2,10,6,175.0,20.0,7,0,46,1
25506.53,38.93321794788769,10,1.0,0,6,3,221.13820819139417,13.0,2,0,53,1
18666.83,102.01283420087836,27,12.0,2,5,7,122.0,14.0,9,0,36,1
99854.67,255.8694111865421,16,0.0,0,6,4,235.0,16.0,4,1,32,1
65294.18,34.6998010615442,12,0.0,0,2,3,363.0,11.0,1,0,24,1
99618.84,177.50358548007156,3,1.0,0,5,2,336.0,5.0,4,0,43,2
15120.0,58.56632826752824,32,11.0,2,7,7,25.0,16.0,7,0,42,0
17164.72,99.1263779692473,19,7.0,2,6,10,129.0,14.0,9,0,37,0
45764.14,62.19456893612372,11,3.0,0,5,6,371.0,19.0,2,0,46,0
18296.3,84.26469322208162,28,11.0,2,9,8,135.0,14.0,9,0,15,1
57993.84,234.4392138691016,22,10.0,2,451,7,67.0,23.0,8,0,45,0
78339.66,57304.0,18,6.0,1,4,3,231.0,14.0,2,1,32,1
22457.51,200.59959380610465,11,3.0,0,3,0,338.0,5.0,0,0,39,1
31963.96,43.41028859036896,33,9.0,2,9,7,88.0,22.0,2,0,33,0
49217.68,0.0,5,4.0,0,3,7,212.0,9.0,0,1,55,1
62773.2,92.25412507312004,19,4.0,2,4,3,336.0,8.0,2,1,54,1
8171.11,14.568179654225531,16,9.0,2,31,7,150.0,21.0,3,0,27,0
28050.2,143.79285053936678,33,11.0,1,5,6,98.0,19.0,7,0,37,0
76428.0,330.756313581311,16,12.0,2,7,10,167.0,16.0,6,0,40,0
69348.7,0.0,11,1.0,0,7,8,370.0,10.0,0,1,19,1
40667.32,126.66839488038808,34,13.0,2,6,8,40.0,18.0,5,0,44,1
35615.68,0.0,8,5.0,0,3,2,350.0,7.0,0,0,41,0
3485700.0,35.9714924603516,12,5.0,2,6,8,220.0,20.0,3,1,19,0
32414.96,81.55170275134108,15,11.0,2,5,6,170.0,15.0,6,0,19,1
9589.545,25.248248041311264,33,1903.0,2,7,8,221.13820819139417,18.0,6,1,37,1
107449.74,358.04056521880653,8,10.0,2,5,7,221.13820819139417,16.0,4,1,31,1
30477.2,101.6072631089024,24,9.0,2,6,8,15.0,24.0,7,0,17,0
9869.175,0.0,19,0.0,2,7,7,390.0,17.0,0,1,29,1
76941.6,203.9809002228722,17,8.0,2,4,6,240.0,17.0,6,0,22,1
31815.94,169.9491913823046,27,11.0,2,7,7,14.0,14.0,7,0,28,0
41468.9,273.223267823821,26,12.0,2,8,7,13.0,14.0,8,0,42,0
12246.215,13.783562696332645,18,3.0,2,6,8,279.0,14.0,2,1,22,1
32473.32,29509.0,6,4.0,2,3,7,109.0,18.0,6,1,36,1
36349.28,72.66080282903627,26,11.0,2,8,6,121.0,20.0,4,0,19,0
64514.31,98.00331866632412,14,12.0,2,6,7,221.0,8.0,3,1,20,1
122835.52,193.6489266849396,17,5.0,2,344,6,158.0,15.0,3,1,45,1
17785.93,14.921846853149988,1,769.0,1,7,3,313.0,7.0,2,0,34,0
28867.01,0.0,3,1.0,0,3,2,227.0,1.0,0,0,54,0
18623.07,60.55603489262473,33,1303.0,2,7,10,233.0,21.0,7,0,22,0
28485.71,51.28993103573894,7,1.0,0,6,1,221.13820819139417,14.0,3,0,30,0
53251.36,8474.0,20,9.0,2,3,5,328.0,8.0,3,1,18,1
11336.835,35.56273086250209,14,7.0,2,6,4,172.0,19.0,6,1,19,1
77480.73,127.18556695935632,4,8.0,0,6,4,346.0,20.0,2,0,48,2
21209.33,17.303508891205805,8,4.0,2,7,7,290.0,18.0,1,1,50,1
105239.46,171.16569750568982,14,5.0,2,5,7,161.0,14.0,2,1,40,1
112362.76,236.27765779486907,5,2.0,0,4,4,281.0,20.0,4,0,40,1
13613.385,0.0,11,5.0,2,6,7,207.0,17.0,0,1,44,1
33036.44,143.14034480959944,17,5.0,2,3,4,76.0,17.0,6,0,29,1
81066.72,170.8293274473086,18,4.0,2,3,8,350.0,19.0,3,1,44,1
36368.55,79085.0,15,3.0,0,5,6,271.0,9.0,4,1,55,1
19197.3,71.39274508386833,22,8.0,2,8,8,26.0,18.0,7,0,34,1
32411.63,27.84830407199534,6,5.0,0,7,8,204.0,17.0,2,1,31,1
61463.94,427.84507224750985,30,7.0,2,8,7,145.0,17.0,9,0,16,0
92519.61,49.297747567432566,9,5.0,2,3,8,144.0,12.0,1,1,21,1
15707.85,10.811389639578648,13,8.0,2,4,4,91.0,10.0,1,1,39,1
20028.04,26.61314372756981,8,7.0,2,5,4,144.0,16.0,2,1,41,1
36463.7,19.159720761716454,3,1.0,0,7,4,219.0,5.0,1,0,21,2
15488.885,0.0,4,4.0,0,4,0,305.0,2.0,0,0,48,1
40739.49,26.48100994347856,9,0.0,0,6,3,213.0,9.0,1,0,27,2
35733.38,163.78901863133018,20,6.0,2,7,8,35.0,23.0,6,0,34,0
18869.76,127.69049245656866,16,7.0,2,7,10,103.0,24.0,9,0,27,1
108968.85,0.0,8,1.0,0,5,1,221.13820819139417,1.0,0,0,52,2
22020.37,36.59863068535586,6,4.0,1,6,5,314.0,14.0,3,0,22,0
10172.08,44.08367948503548,19,8.0,2,8,7,221.13820819139417,16.0,6,0,19,0
31004.1,77.96875781078215,24,11.0,2,7,9,98.0,23.0,5,0,34,0
53266.23,176.3947605622812,16,6.0,2,6,4,118.0,17.0,4,1,19,0
23317.74,20848.0,12,0.0,0,5,4,246.0,14.0,3,0,30,2
15135.3,74.6184139021959,18,11.0,2,7,9,84.0,20.0,9,0,26,1
29416.29,93.32743827639888,5,2.0,0,370,4,295.0,6.0,4,0,49,1
17642.275,55.41858300038386,9,1.0,0,7,0,323.0,9.0,4,0,28,0
15610.61,78.14508467729482,28,11.0,1,10,6,181.0,21.0,9,0,26,0
30623.61,52.012511152064455,5,0.0,0,6,3,254.0,0.0,4,0,22,2
128938.95,384.5801135811266,5,1.0,0,5,5,221.13820819139417,0.0,4,0,52,0
58477.59,228.81610493670183,19,8.0,2,8,10,28.0,13.0,6,0,18,1
21719.56,9.247225472047614,9,4.0,2,6,6,343.0,15.0,1,1,43,1
22336.27,70.47108978973144,6,3.0,0,4,4,347.0,6.0,4,0,51,1
89384.91,118.53495036642364,10,5.0,0,3,1,370.0,7.0,3,0,55,1
33426.96,187.19125296967485,34,8.0,2,6,10,213.0,25.0,7,0,19,0
7039.745,43.64275582859026,20,16.0,2,1411,9,72.0,18.0,9,0,20,1
49716.16,240.3331575641883,20,8.0,2,3,4,236.0,18.0,6,0,14,1
23079.29,45.55427580511181,8,1.0,0,5,3,314.0,16.0,3,0,48,1
7084.365,26.758124221428982,27,4.0,2,6,6,62.0,14.0,7,1,30,0
34570.08,17.07800659892723,7,3.0,0,7,3,235.0,2.0,1,0,25,1
62835.08,67.38407411418386,1,4.0,0,890,0,397.0,12.0,2,0,24,2
75908.66,186.25739691035776,12,3.0,0,4,4,396.0,9.0,4,0,31,2
8317.345,11.468958466490204,9,10.0,2,5,3,232.0,20.0,2,1,39,1
61632.99000000001,311.5649614247579,27,12.0,2,9,9,116.0,14.0,7,0,19,0
57827.1,35.118330527350615,12,8.0,1,7,3,202.0,14.0,1,0,37,1
42756.72,72.87631763689136,2,6.0,0,3,4,307.0,1.0,3,0,36,2
36631.98,142.34196717087502,27,12.0,2,10,7,212.0,18.0,6,0,27,0
11938.1,20.18395627929351,20,3.0,2,4,6,290.0,15.0,4,1,35,1
40314.54,284.9562117513819,32,7.0,2,7,9,161.0,17.0,9,0,18,0
9618.3,38.43296552441864,22,11.0,2,9,8,140.0,14.0,9,0,25,0
139664.96,423.7310158122875,12,8.0,1,6,3,359.0,12.0,4,1,38,1
14432.87,6.412118995076589,7,3.0,1,7,3,389.0,8.0,1,0,30,2
17302.08,67.95958721035365,21,11.0,2,1172,7,41.0,16.0,9,0,43,1
98534.22,0.0,8,4.0,2,6,6,319.0,16.0,0,1,15,1
86878.4,210.5760446739685,15,6.0,0,4,3,248.0,19.0,4,1,38,0
15528.29,66.42616279579548,21,10.0,1,8,7,86.0,17.0,7,0,31,0
49070.94,72.73879851964888,18,8.0,2,770,8,221.13820819139417,14.0,3,1,44,0
25610.67,24.799708931743428,19,1.0,0,4,3,297.0,14.0,2,1,26,1
58170.76,168.18498800206677,34,13.0,2,5,8,182.0,14.0,6,0,42,0
61016.88,49.72301524510147,3,6.0,0,3,4,221.13820819139417,9.0,1,0,24,2
14550.52,95.91103044567788,25,6.0,2,10,1594,131.0,20.0,9,0,21,1
108397.59,182.749864828908,10,2.0,0,5,3,362.0,3316.0,3,0,52,2
19681.08,33.870708472450204,16,1.0,2,4,4,221.13820819139417,8.0,3,1,21,1
70976.45999999999,234.1872556923959,17,7.0,2,5,4,84.0,12.0,6,1,30,1
136386.2,187.46432294878505,16,0.0,0,5,7,355.0,12.0,2,1,40,1
39453.74,26.008762541017045,6,6.0,0,1,5,353.0,2.0,1,0,27,1
43967.59,138.9375134320575,12,3.0,0,4,4,314.0,14.0,4,0,46,2
8974.555,30.443262439394022,28,7.0,2,8,10,195.0,24.0,7,0,45,0
178969.48,554.1672740684295,1,9.0,0,5,0,260.0,7.0,4,0,42,1
19331.53,62720.0,27,8.0,2,7,6,99.0,17.0,2,1,42,0
28910.45,95.02278218449598,13,6.0,2,4,7,221.13820819139417,7.0,4,0,28,1
12714.98,22.19752966708309,5,2.0,0,6,4,266.0,23.0,4,1,37,1
7186.5,23.63380882376321,23,7.0,2,10,6,230.0,22.0,7,0,29,0
50847.22,23.78387812950614,17,0.0,2,6,3,275.0,19.0,1,0,46,1
34762.98,131.56411721573087,15,9.0,2,1406,8,40.0,24.0,6,0,27,1
89291.91,0.0,7,3.0,2,7,5,324.0,17.0,0,1,22,1
22015.68,74.74171041177064,7,7.0,2,5,6,154.0,12.0,5,1,26,1
8610.765,14.965694679620729,5,8.0,2,7,5,213.0,11.0,3,0,29,1
15333.36,38.407242495970905,28,13.0,2,6,10,220.0,21.0,5,0,22,0
63978.72,182.4412170246094,17,7.0,2,7,7,375.0,8.0,4,1,35,1
28550.84,44.42015369593639,12,2.0,1,3,7,312.0,20.0,2,1,29,1
14012.055,29.837981487470213,14,3.0,1,6,4,221.13820819139417,9.0,3,1,30,1
